level,xp,badges,quiz_score,code_challenge_score,study_time,interest_visual,interest_backend,interest_math,interest_web,interest_data,interest_cloud,interest_mobile,interest_security,frontend_perf,backend_perf,data_perf,algo_perf,career_path
22,2332,9,0.68,0.74,513,5,5,5,1,3,3,1,5,0.52,0.94,0.79,0.6,backend
5,616,0,0.69,0.74,77,5,3,5,1,5,2,3,3,0.43,0.62,0.9,0.75,data
9,962,5,0.55,0.83,183,5,1,3,4,4,4,5,4,0.93,0.53,0.45,0.65,mobile
6,641,3,0.85,0.87,154,5,2,5,3,2,1,4,3,0.84,0.55,0.59,0.73,mobile
14,1375,5,0.6,0.47,368,5,4,2,5,2,5,3,1,0.81,0.58,0.62,0.77,frontend
4,412,3,0.56,0.58,94,4,3,3,3,1,4,5,4,0.56,0.79,0.64,0.51,cloud
23,2320,9,0.59,0.86,449,4,3,2,3,3,5,5,5,0.89,0.5,0.48,0.57,mobile
3,453,3,0.84,0.77,74,5,5,1,4,4,4,5,1,0.89,0.5,0.45,0.68,mobile
10,1193,3,0.56,0.86,221,4,3,3,4,1,5,1,4,0.65,0.82,0.62,0.53,cloud
21,2176,8,0.74,0.55,376,3,3,2,4,4,5,4,3,0.43,0.84,0.64,0.57,cloud
20,2104,5,0.79,0.89,405,1,4,3,4,2,1,2,5,0.55,0.61,0.62,0.82,security
14,1432,4,0.6,0.76,292,3,5,3,4,4,5,2,2,0.78,0.77,0.68,0.52,fullstack
10,1084,2,0.75,0.75,153,2,5,1,4,3,3,5,4,0.59,0.79,0.71,0.62,backend
10,969,2,0.6,0.56,245,5,3,3,1,2,5,3,5,0.68,0.66,0.68,0.85,security
24,2538,7,0.6,0.46,505,2,3,4,4,5,1,5,4,0.51,0.66,0.64,0.76,security
17,1683,6,0.69,0.7,391,2,4,5,3,4,3,3,1,0.45,0.9,0.68,0.53,backend
20,2132,5,0.86,0.73,470,1,5,1,4,4,3,3,1,0.42,0.78,0.74,0.57,backend
24,2494,8,0.61,0.88,480,4,5,5,4,4,3,5,4,0.84,0.53,0.62,0.68,mobile
5,535,2,0.63,0.66,78,4,4,2,5,2,4,3,5,0.82,0.89,0.41,0.62,fullstack
18,1865,6,0.57,0.83,370,5,4,1,4,5,2,5,5,0.89,0.55,0.68,0.72,mobile
21,2132,7,0.76,0.45,462,5,3,4,1,1,1,1,5,0.54,0.77,0.59,0.85,security
22,2223,6,0.7,0.77,408,5,4,1,5,3,4,2,3,0.51,0.83,0.69,0.76,cloud
3,463,1,0.69,0.51,33,3,4,2,5,4,4,4,1,0.77,0.72,0.41,0.8,fullstack
13,1303,4,0.94,0.76,274,4,3,1,3,2,5,2,3,0.63,0.73,0.62,0.68,cloud
18,1750,7,0.7,0.74,439,1,3,4,1,4,5,3,5,0.47,0.69,0.93,0.83,data
7,692,2,0.56,0.67,234,5,4,5,3,1,5,4,2,0.92,0.48,0.52,0.58,mobile
16,1612,6,0.76,0.51,309,4,5,5,5,4,3,5,3,0.79,0.7,0.46,0.72,fullstack
18,1886,7,0.59,0.8,371,5,5,2,5,2,1,3,3,0.87,0.51,0.51,0.72,frontend
8,877,2,0.61,0.68,123,4,3,2,4,1,4,4,4,0.46,0.84,0.69,0.65,cloud
3,289,1,0.87,0.65,160,2,3,4,4,5,1,1,4,0.58,0.42,0.93,0.75,data
9,1034,4,0.88,0.78,184,3,3,2,2,2,4,3,3,0.58,0.66,0.62,0.62,cloud
12,1363,6,0.65,0.62,282,3,4,1,4,5,4,5,5,0.85,0.87,0.58,0.71,fullstack
4,416,0,0.92,0.74,112,5,1,2,4,5,2,4,2,0.88,0.57,0.67,0.56,frontend
8,965,2,0.87,0.74,227,1,3,2,4,1,4,1,4,0.57,0.73,0.71,0.7,cloud
20,1959,8,0.82,0.48,426,1,3,3,3,5,2,1,5,0.64,0.69,0.49,0.77,security
23,2416,6,0.77,0.63,530,5,3,2,3,2,1,5,5,0.83,0.57,0.65,0.57,mobile
16,1691,4,0.87,0.52,375,5,4,1,1,4,4,5,3,0.57,0.87,0.8,0.64,backend
15,1451,6,0.74,0.5,395,5,2,5,3,3,1,5,2,0.95,0.52,0.53,0.59,mobile
1,105,0,0.57,0.82,-3,3,4,3,4,2,2,3,5,0.43,0.74,0.69,0.8,security
21,2289,8,0.79,0.67,446,5,2,3,4,4,1,2,2,0.78,0.46,0.56,0.7,frontend
21,2102,7,0.77,0.79,518,5,3,5,3,4,4,3,4,0.66,0.61,0.81,0.89,data
9,860,2,0.8,0.59,215,5,5,5,3,3,4,3,4,0.61,0.78,0.69,0.58,backend
13,1343,3,0.78,0.59,327,3,4,1,2,3,4,2,5,0.57,0.94,0.61,0.79,backend
9,851,2,0.63,0.79,206,5,3,5,1,3,4,5,3,0.56,0.74,0.68,0.64,cloud
3,300,2,0.83,0.54,78,3,4,2,4,2,1,5,4,0.88,0.89,0.43,0.8,fullstack
23,2479,8,0.78,0.6,529,5,4,1,2,3,3,3,3,0.65,0.88,0.61,0.65,backend
10,1043,2,0.74,0.67,181,5,4,2,4,2,5,3,3,0.8,0.45,0.5,0.67,frontend
24,2352,7,0.64,0.58,556,3,5,3,5,5,5,2,5,0.88,0.52,0.62,0.68,frontend
12,1396,3,0.83,0.67,201,4,3,4,5,4,4,2,5,0.66,0.55,0.89,0.71,data
20,2189,6,0.82,0.72,396,2,4,5,4,5,3,2,3,0.52,0.49,0.81,0.89,data
21,2231,7,0.88,0.73,376,4,3,1,3,5,5,4,2,0.86,0.46,0.59,0.58,mobile
21,2296,6,0.76,0.62,421,5,3,3,4,4,5,2,3,0.52,0.72,0.62,0.55,cloud
23,2337,9,0.77,0.51,509,5,4,4,1,4,3,1,2,0.54,0.56,0.84,0.88,data
14,1586,5,0.71,0.71,318,4,3,1,5,4,4,2,3,0.76,0.45,0.65,0.61,frontend
25,2461,8,0.56,0.77,467,1,5,3,3,4,3,5,4,0.47,0.92,0.61,0.68,backend
16,1739,4,0.91,0.86,322,2,4,2,1,3,3,4,4,0.42,0.9,0.74,0.6,backend
12,1157,5,0.69,0.75,234,3,1,1,4,2,3,4,3,0.81,0.58,0.6,0.66,frontend
13,1351,6,0.83,0.64,315,4,5,4,4,1,1,5,2,0.82,0.52,0.49,0.75,mobile
25,2597,9,0.69,0.54,581,4,4,4,5,1,1,4,4,0.86,0.7,0.61,0.75,fullstack
4,527,0,0.82,0.72,126,2,4,4,5,5,4,3,4,0.46,0.76,0.6,0.72,cloud
3,358,0,0.68,0.47,46,4,4,3,4,1,1,2,1,0.83,0.77,0.52,0.73,fullstack
18,1803,8,0.8,0.68,325,4,4,4,2,3,3,4,5,0.58,0.7,0.5,0.84,security
18,1977,5,0.72,0.71,425,5,3,1,5,4,3,4,3,0.94,0.52,0.53,0.61,frontend
23,2399,6,0.63,0.48,472,3,5,4,2,4,4,5,3,0.65,0.91,0.68,0.55,backend
22,2372,8,0.69,0.82,488,5,4,4,1,3,3,5,5,0.54,0.76,0.58,0.79,security
1,245,2,0.68,0.76,-13,4,4,4,3,5,2,4,5,0.43,0.75,0.56,0.74,security
18,1866,5,0.78,0.54,348,5,3,2,4,3,2,5,3,0.87,0.53,0.68,0.75,mobile
6,625,2,0.79,0.55,77,4,4,1,5,3,3,2,1,0.84,0.79,0.54,0.7,fullstack
19,2018,6,0.93,0.9,361,5,3,3,4,2,5,4,5,0.44,0.61,0.65,0.73,security
23,2357,7,0.75,0.7,428,5,3,4,4,3,4,3,1,0.77,0.52,0.54,0.79,frontend
10,1128,2,0.92,0.57,174,3,4,1,5,2,5,4,4,0.84,0.81,0.48,0.63,fullstack
9,1005,5,0.67,0.51,171,5,1,5,4,1,5,5,4,0.93,0.52,0.62,0.63,mobile
6,788,4,0.76,0.74,199,2,3,3,1,4,2,4,4,0.66,0.78,0.53,0.84,security
5,487,3,0.91,0.73,150,5,3,4,3,1,3,4,3,0.9,0.48,0.62,0.75,mobile
3,256,1,0.8,0.86,121,4,3,4,3,2,5,1,3,0.5,0.71,0.73,0.72,cloud
10,959,3,0.78,0.64,233,3,4,5,4,3,1,5,4,0.89,0.86,0.53,0.54,fullstack
20,1986,8,0.8,0.86,466,3,4,4,1,3,3,2,1,0.54,0.9,0.7,0.51,backend
13,1407,3,0.91,0.45,360,4,5,3,5,2,4,3,3,0.89,0.5,0.46,0.59,frontend
3,334,0,0.88,0.47,150,5,4,5,5,5,4,4,3,0.53,0.49,0.88,0.81,data
2,385,0,0.7,0.59,73,4,2,2,5,2,3,2,1,0.84,0.57,0.46,0.56,frontend
18,1979,8,0.86,0.53,417,4,1,3,4,5,2,4,2,0.93,0.5,0.52,0.67,mobile
3,459,0,0.56,0.86,32,3,4,5,3,4,3,3,2,0.54,0.58,0.84,0.73,data
2,282,2,0.83,0.52,77,3,4,1,5,5,2,2,5,0.76,0.6,0.48,0.59,frontend
2,396,0,0.86,0.87,65,2,4,3,1,2,4,3,3,0.61,0.73,0.66,0.54,cloud
2,252,0,0.66,0.85,0,2,4,5,2,1,5,3,3,0.41,0.76,0.64,0.56,cloud
3,363,1,0.74,0.85,12,1,3,2,2,3,5,5,3,0.45,0.73,0.67,0.79,cloud
21,2185,9,0.58,0.66,443,3,3,4,5,3,5,4,3,0.44,0.68,0.72,0.65,cloud
13,1313,3,0.9,0.74,322,3,5,2,4,4,3,5,5,0.85,0.77,0.65,0.56,fullstack
20,2191,6,0.56,0.76,467,4,4,4,5,2,2,4,2,0.88,0.82,0.7,0.54,fullstack
11,1191,3,0.6,0.77,296,3,4,4,2,4,4,1,4,0.47,0.79,0.46,0.82,security
17,1804,6,0.86,0.55,428,3,4,3,5,4,1,4,4,0.62,0.67,0.51,0.79,security
3,344,0,0.74,0.58,141,4,2,4,5,5,4,2,4,0.84,0.54,0.67,0.69,frontend
14,1542,4,0.66,0.65,270,5,5,5,4,4,4,4,2,0.58,0.92,0.76,0.76,backend
18,1915,6,0.94,0.62,385,4,2,5,4,5,3,4,1,0.9,0.52,0.45,0.75,mobile
3,436,3,0.89,0.47,127,4,5,5,5,2,3,5,4,0.81,0.72,0.53,0.73,fullstack
22,2329,6,0.89,0.79,471,4,5,2,3,4,5,5,1,0.81,0.51,0.49,0.79,mobile
10,1048,3,0.61,0.82,285,4,3,3,2,4,5,1,5,0.56,0.63,0.42,0.76,security
25,2484,7,0.87,0.71,551,1,3,5,3,5,2,5,5,0.44,0.4,0.85,0.75,data
12,1150,4,0.74,0.65,242,3,3,2,3,5,5,3,4,0.6,0.74,0.68,0.54,cloud
3,266,3,0.65,0.85,134,4,4,3,4,3,5,4,3,0.67,0.81,0.74,0.78,cloud
1,295,0,0.59,0.83,100,4,4,1,5,4,4,4,1,0.49,0.94,0.64,0.72,backend
6,703,2,0.91,0.52,198,5,5,5,5,2,4,2,5,0.86,0.6,0.67,0.58,frontend
25,2544,10,0.71,0.62,568,5,3,1,3,5,1,5,3,0.88,0.47,0.62,0.63,mobile
25,2473,7,0.58,0.72,505,5,2,1,4,2,4,3,5,0.73,0.42,0.47,0.7,frontend
9,1085,4,0.9,0.51,270,4,3,1,5,5,2,4,4,0.94,0.5,0.46,0.57,frontend
6,757,3,0.69,0.59,126,4,5,3,3,4,4,4,3,0.92,0.52,0.63,0.74,mobile
23,2357,6,0.81,0.67,492,5,4,4,5,1,4,2,4,0.74,0.55,0.47,0.58,frontend
1,54,0,0.6,0.78,16,1,3,4,4,5,4,3,4,0.62,0.76,0.43,0.76,security
14,1537,5,0.95,0.6,335,5,3,3,1,4,4,5,4,0.59,0.76,0.66,0.52,cloud
25,2454,10,0.69,0.89,571,5,5,1,3,5,1,4,5,0.83,0.53,0.43,0.72,mobile
16,1638,7,0.8,0.82,270,3,4,5,2,5,2,1,3,0.6,0.59,0.86,0.72,data
10,980,5,0.75,0.89,238,1,4,2,3,4,4,2,3,0.5,0.85,0.72,0.68,backend
13,1370,4,0.87,0.69,356,2,5,2,4,3,3,1,2,0.51,0.79,0.66,0.78,backend
6,659,4,0.85,0.61,164,5,5,3,5,3,2,2,3,0.83,0.41,0.66,0.7,frontend
11,1241,2,0.76,0.81,176,1,3,2,1,3,4,1,4,0.67,0.68,0.63,0.74,cloud
14,1372,6,0.62,0.56,278,4,3,5,5,5,3,1,1,0.64,0.56,0.92,0.87,data
7,796,1,0.67,0.72,100,1,4,5,1,4,4,4,4,0.6,0.91,0.63,0.78,backend
15,1464,6,0.74,0.6,316,2,4,4,4,4,4,4,2,0.65,0.9,0.75,0.74,backend
3,284,0,0.64,0.77,150,1,3,4,1,5,1,4,3,0.6,0.55,0.87,0.88,data
7,887,3,0.72,0.58,153,1,5,4,1,4,3,3,2,0.46,0.89,0.62,0.69,backend
18,1997,5,0.77,0.84,407,1,4,3,1,1,3,5,4,0.56,0.65,0.68,0.78,security
16,1564,5,0.65,0.89,288,1,4,5,1,4,5,2,4,0.64,0.84,0.66,0.55,cloud
1,205,0,0.85,0.52,98,2,4,3,3,5,2,4,5,0.53,0.76,0.52,0.76,security
17,1816,7,0.91,0.72,428,4,5,3,4,2,5,1,5,0.86,0.8,0.42,0.74,fullstack
9,942,2,0.87,0.48,251,1,5,5,2,4,4,5,1,0.63,0.84,0.71,0.54,backend
18,1793,7,0.66,0.68,310,5,3,4,3,5,2,5,4,0.85,0.5,0.58,0.75,mobile
8,971,1,0.83,0.59,212,5,3,5,2,5,1,1,5,0.51,0.61,0.94,0.8,data
5,608,2,0.66,0.8,177,5,4,5,1,3,4,4,1,0.4,0.78,0.71,0.52,backend
2,262,2,0.64,0.56,81,5,4,5,2,5,1,4,1,0.47,0.55,0.92,0.81,data
12,1368,6,0.62,0.53,303,4,3,1,3,4,4,5,3,0.66,0.67,0.65,0.53,cloud
19,2038,8,0.6,0.48,344,3,4,5,3,5,1,5,5,0.58,0.52,0.91,0.75,data
5,681,2,0.85,0.87,96,5,4,5,5,5,2,4,1,0.54,0.4,0.91,0.83,data
19,1946,6,0.68,0.57,411,4,5,1,5,2,4,4,4,0.82,0.74,0.46,0.61,fullstack
21,2122,9,0.95,0.48,492,3,4,2,1,3,4,5,4,0.68,0.8,0.68,0.69,cloud
11,1228,3,0.85,0.71,277,4,4,5,1,4,4,4,1,0.46,0.78,0.67,0.54,backend
19,2041,8,0.88,0.87,345,5,4,1,5,2,4,4,4,0.57,0.66,0.71,0.75,cloud
7,663,4,0.93,0.59,99,4,4,1,4,4,1,2,2,0.9,0.48,0.52,0.61,frontend
14,1450,5,0.76,0.85,255,2,4,4,5,5,1,2,1,0.65,0.5,0.81,0.73,data
11,1220,4,0.77,0.79,302,2,4,2,5,3,5,1,4,0.63,0.69,0.64,0.59,cloud
5,532,2,0.66,0.68,57,5,4,2,5,5,5,4,4,0.63,0.74,0.68,0.73,cloud
2,297,1,0.74,0.46,84,5,2,4,4,5,5,3,3,0.9,0.48,0.53,0.67,frontend
19,1885,6,0.56,0.56,436,3,4,5,4,3,5,3,5,0.89,0.78,0.69,0.63,fullstack
11,1113,5,0.76,0.68,266,3,1,1,4,1,1,3,3,0.93,0.56,0.48,0.6,frontend
12,1209,6,0.8,0.68,280,2,5,4,1,4,4,3,2,0.54,0.88,0.73,0.53,backend
5,584,2,0.91,0.72,177,5,4,5,1,4,2,4,3,0.48,0.59,0.81,0.81,data
5,526,0,0.78,0.88,92,4,1,5,3,3,4,5,4,0.89,0.47,0.64,0.59,mobile
1,231,0,0.88,0.73,56,4,2,4,3,1,2,5,1,0.88,0.58,0.69,0.68,mobile
5,573,2,0.88,0.88,176,4,4,4,2,4,3,3,3,0.49,0.56,0.91,0.74,data
8,979,3,0.79,0.7,237,5,4,4,3,3,4,4,5,0.86,0.53,0.64,0.51,mobile
20,2153,6,0.64,0.71,488,5,5,5,5,3,4,5,4,0.49,0.85,0.67,0.72,backend
16,1770,5,0.83,0.49,388,1,3,3,3,1,1,2,4,0.41,0.6,0.65,0.77,security
24,2403,9,0.69,0.72,535,1,4,1,1,2,5,1,3,0.49,0.8,0.7,0.59,cloud
24,2586,8,0.75,0.56,467,3,2,5,4,4,3,3,1,0.85,0.53,0.52,0.52,frontend
12,1226,6,0.83,0.73,229,4,3,4,5,5,1,3,5,0.51,0.74,0.5,0.82,security
7,810,1,0.87,0.52,118,1,3,5,3,4,4,1,3,0.67,0.69,0.74,0.75,cloud
3,412,0,0.68,0.5,125,3,3,4,4,3,4,3,3,0.7,0.68,0.64,0.69,cloud
25,2651,10,0.62,0.74,593,1,3,4,4,5,1,5,3,0.63,0.53,0.93,0.8,data
9,898,4,0.93,0.58,157,4,5,4,3,3,4,4,3,0.64,0.81,0.61,0.6,backend
6,657,2,0.84,0.75,103,1,3,4,2,5,5,4,5,0.6,0.68,0.91,0.74,data
9,949,3,0.9,0.72,251,3,5,3,4,3,5,2,3,0.89,0.8,0.43,0.54,fullstack
25,2686,7,0.91,0.58,576,2,5,1,1,3,4,4,4,0.53,0.93,0.66,0.77,backend
21,2299,9,0.59,0.88,401,4,4,4,3,3,3,4,1,0.93,0.47,0.49,0.64,mobile
17,1735,4,0.91,0.53,304,4,4,5,4,1,2,4,2,0.85,0.51,0.55,0.51,mobile
3,331,2,0.95,0.78,78,3,4,4,4,5,4,1,4,0.53,0.42,0.89,0.89,data
25,2598,10,0.83,0.82,458,4,4,3,2,4,5,2,4,0.58,0.68,0.69,0.5,cloud
20,2014,5,0.58,0.75,353,3,4,1,5,2,1,4,4,0.74,0.48,0.56,0.79,frontend
16,1752,6,0.9,0.81,274,3,4,2,5,4,4,1,2,0.81,0.89,0.58,0.71,fullstack
19,2081,6,0.65,0.67,410,2,4,4,2,5,1,4,1,0.64,0.66,0.86,0.75,data
18,1994,8,0.78,0.48,447,4,1,3,4,1,4,2,4,0.87,0.58,0.43,0.53,frontend
20,2188,8,0.75,0.71,367,4,4,2,5,5,1,4,2,0.93,0.45,0.65,0.6,frontend
16,1571,7,0.65,0.67,333,5,4,4,4,3,3,2,1,0.51,0.85,0.76,0.62,backend
19,2056,8,0.87,0.77,427,5,4,5,4,5,2,4,3,0.47,0.63,0.91,0.89,data
10,1196,3,0.64,0.57,198,3,4,2,4,3,2,4,2,0.8,0.76,0.44,0.56,fullstack
10,1091,5,0.69,0.82,191,4,2,2,5,5,4,4,5,0.73,0.48,0.58,0.77,frontend
1,235,1,0.76,0.45,92,5,3,5,5,5,2,3,4,0.64,0.53,0.86,0.87,data
12,1359,4,0.76,0.62,249,1,4,4,1,5,3,4,5,0.54,0.48,0.94,0.89,data
19,2071,6,0.62,0.84,388,4,5,5,1,3,4,5,4,0.57,0.79,0.62,0.59,backend
10,1068,5,0.72,0.52,180,4,4,5,3,2,5,1,4,0.68,0.83,0.66,0.58,cloud
18,1990,6,0.63,0.55,342,5,4,4,2,2,4,3,4,0.55,0.7,0.7,0.55,cloud
10,1009,4,0.58,0.61,240,2,4,4,2,5,3,2,4,0.69,0.69,0.82,0.8,data
8,954,2,0.93,0.81,224,4,3,2,1,5,5,5,3,0.46,0.85,0.74,0.69,cloud
6,636,4,0.59,0.88,97,5,5,4,4,1,1,4,1,0.95,0.49,0.54,0.66,mobile
19,2093,8,0.87,0.9,359,3,1,4,5,4,2,4,1,0.71,0.46,0.49,0.53,frontend
12,1213,6,0.75,0.65,199,2,4,4,1,3,5,5,4,0.43,0.69,0.61,0.51,cloud
21,2247,7,0.89,0.47,514,4,5,2,5,4,3,1,2,0.65,0.81,0.64,0.62,backend
9,985,3,0.88,0.5,176,5,1,1,3,4,4,4,5,0.81,0.56,0.46,0.77,mobile
7,827,1,0.64,0.78,192,3,3,4,1,2,2,4,5,0.44,0.69,0.52,0.73,security
19,1890,6,0.67,0.53,358,5,5,3,4,2,1,4,1,0.86,0.55,0.41,0.54,mobile
25,2480,7,0.58,0.65,473,5,1,4,5,5,5,4,1,0.8,0.51,0.63,0.76,frontend
4,417,3,0.79,0.61,127,3,5,5,2,3,3,2,2,0.68,0.81,0.63,0.67,backend
23,2479,6,0.67,0.71,440,4,4,5,1,5,2,4,5,0.46,0.66,0.84,0.75,data
6,749,4,0.62,0.5,207,5,5,5,4,3,4,3,4,0.76,0.52,0.42,0.66,frontend
7,661,3,0.66,0.7,99,5,4,3,1,1,1,5,4,0.59,0.67,0.49,0.71,security
7,850,1,0.75,0.6,136,2,3,5,3,5,1,4,1,0.66,0.61,0.94,0.89,data
4,590,3,0.77,0.8,129,3,4,5,3,5,5,4,5,0.65,0.61,0.84,0.78,data
21,2246,9,0.65,0.79,518,3,3,4,3,4,5,2,3,0.42,0.47,0.9,0.87,data
12,1194,3,0.88,0.52,269,2,4,1,3,4,4,1,2,0.58,0.89,0.75,0.62,backend
14,1405,3,0.66,0.57,240,1,4,3,3,4,1,2,5,0.7,0.76,0.69,0.71,security
17,1779,6,0.67,0.72,335,5,4,4,3,4,2,1,3,0.66,0.69,0.95,0.89,data
6,594,3,0.69,0.66,169,4,4,2,3,3,4,4,5,0.63,0.79,0.62,0.52,backend
1,126,0,0.84,0.68,-17,3,3,1,5,2,5,5,4,0.49,0.8,0.65,0.77,cloud
18,1905,6,0.92,0.57,447,5,3,2,5,1,4,5,4,0.52,0.68,0.71,0.68,cloud
4,476,3,0.92,0.72,155,4,5,4,4,3,2,4,3,0.86,0.51,0.52,0.69,mobile
25,2589,8,0.78,0.69,590,1,5,1,1,3,3,3,3,0.44,0.93,0.65,0.73,backend
4,592,2,0.57,0.57,78,3,3,4,5,1,2,4,5,0.9,0.6,0.7,0.79,frontend
8,973,3,0.72,0.81,133,2,3,5,2,1,5,3,3,0.46,0.75,0.71,0.51,cloud
11,1272,2,0.89,0.48,302,5,3,3,3,4,3,5,2,0.84,0.58,0.55,0.69,mobile
18,1855,8,0.63,0.48,392,2,4,3,2,3,2,1,5,0.6,0.7,0.51,0.81,security
22,2370,6,0.82,0.77,441,3,1,1,5,3,3,4,1,0.9,0.57,0.52,0.55,frontend
13,1475,3,0.57,0.6,295,3,3,3,1,5,1,2,4,0.54,0.69,0.41,0.79,security
13,1453,4,0.65,0.88,308,3,4,4,1,4,4,1,1,0.46,0.58,0.93,0.89,data
4,371,2,0.94,0.58,104,4,5,3,4,5,1,5,5,0.75,0.81,0.45,0.56,fullstack
21,2124,7,0.93,0.82,411,4,1,2,4,5,2,4,5,0.9,0.51,0.61,0.74,mobile
7,658,4,0.81,0.79,222,4,5,5,5,3,3,5,3,0.55,0.87,0.62,0.72,backend
11,1219,5,0.8,0.51,235,2,4,5,2,5,5,3,4,0.58,0.63,0.94,0.72,data
1,148,0,0.55,0.52,86,5,4,2,3,5,3,4,4,0.8,0.48,0.58,0.5,mobile
1,136,0,0.66,0.69,40,2,3,3,1,1,4,2,5,0.56,0.67,0.7,0.75,security
2,371,1,0.74,0.74,19,5,5,2,4,3,4,5,5,0.42,0.94,0.74,0.75,backend
14,1570,4,0.7,0.57,367,2,4,3,5,1,5,1,5,0.5,0.61,0.7,0.75,security
13,1273,3,0.72,0.82,324,5,5,5,3,4,4,5,1,0.58,0.79,0.67,0.5,backend
22,2187,7,0.75,0.63,522,3,3,5,3,5,3,2,4,0.63,0.55,0.91,0.89,data
19,1855,5,0.9,0.63,445,1,4,3,1,4,5,1,4,0.64,0.68,0.58,0.81,security
14,1436,3,0.58,0.61,345,5,5,1,4,5,2,2,4,0.76,0.41,0.51,0.66,frontend
6,703,3,0.87,0.72,110,1,3,4,4,5,1,2,5,0.53,0.69,0.43,0.78,security
4,510,0,0.94,0.89,125,3,5,2,4,3,1,4,5,0.92,0.42,0.46,0.67,frontend
25,2638,8,0.88,0.71,579,4,4,5,3,4,4,4,3,0.69,0.52,0.82,0.75,data
25,2520,10,0.89,0.68,476,3,4,4,2,3,4,2,5,0.55,0.64,0.41,0.7,security
6,713,2,0.91,0.52,121,3,5,5,2,4,3,5,4,0.63,0.85,0.73,0.66,backend
19,1906,7,0.61,0.84,354,4,3,4,5,5,1,3,2,0.63,0.45,0.91,0.83,data
11,1193,4,0.66,0.51,213,1,3,3,5,1,5,1,3,0.43,0.72,0.74,0.74,cloud
11,1287,5,0.67,0.58,235,5,2,3,4,4,2,5,1,0.81,0.47,0.52,0.58,mobile
7,724,2,0.87,0.8,131,5,3,4,4,1,2,2,4,0.84,0.56,0.57,0.68,frontend
4,363,1,0.84,0.52,124,5,3,4,5,5,4,2,5,0.89,0.49,0.41,0.62,frontend
2,197,0,0.74,0.75,112,5,3,5,4,5,2,3,2,0.73,0.52,0.6,0.57,frontend
23,2260,8,0.75,0.46,444,5,4,2,5,4,3,2,2,0.7,0.41,0.67,0.78,frontend
9,928,2,0.74,0.85,205,4,3,3,3,2,3,4,1,0.81,0.59,0.62,0.73,mobile
22,2244,8,0.6,0.65,421,2,3,4,4,3,1,3,4,0.45,0.72,0.44,0.75,security
24,2385,8,0.68,0.76,474,4,4,2,3,1,2,5,3,0.89,0.58,0.56,0.64,mobile
13,1402,3,0.94,0.78,320,4,5,5,4,2,4,3,2,0.81,0.84,0.45,0.57,fullstack
10,1046,4,0.62,0.75,278,4,5,1,5,4,5,3,4,0.74,0.55,0.66,0.63,frontend
21,2133,9,0.6,0.59,432,4,5,5,5,2,2,4,4,0.76,0.83,0.61,0.61,fullstack
21,2190,8,0.69,0.6,402,4,5,5,5,4,4,4,2,0.46,0.84,0.62,0.5,backend
5,666,0,0.6,0.63,137,4,4,2,3,5,4,4,3,0.82,0.48,0.6,0.76,mobile
18,1913,8,0.63,0.68,344,4,4,4,4,5,4,2,3,0.83,0.76,0.53,0.56,fullstack
19,1961,5,0.89,0.45,449,1,3,3,3,4,1,4,5,0.59,0.63,0.49,0.83,security
9,1029,3,0.76,0.51,228,3,4,5,4,5,4,3,4,0.88,0.47,0.5,0.65,frontend
21,2092,7,0.88,0.55,468,2,3,3,2,2,4,1,4,0.68,0.71,0.65,0.65,cloud
17,1716,5,0.6,0.84,392,4,4,4,3,4,5,5,3,0.82,0.53,0.66,0.75,mobile
12,1196,3,0.84,0.45,312,5,2,4,4,1,1,4,3,0.85,0.52,0.56,0.61,mobile
24,2378,9,0.9,0.89,514,5,4,1,1,3,3,5,2,0.62,0.86,0.7,0.66,backend
7,707,2,0.58,0.72,165,3,4,4,1,4,2,2,4,0.47,0.53,0.87,0.89,data
11,1179,5,0.61,0.68,276,3,4,3,5,2,3,4,2,0.76,0.89,0.63,0.79,fullstack
21,2294,6,0.7,0.82,465,1,3,4,3,4,2,5,1,0.56,0.47,0.81,0.71,data
23,2478,8,0.65,0.71,450,3,3,2,1,3,5,2,4,0.53,0.79,0.65,0.76,cloud
20,1956,8,0.73,0.48,351,2,4,3,5,4,4,3,4,0.69,0.71,0.71,0.59,cloud
3,423,2,0.75,0.81,151,4,3,2,4,5,4,4,5,0.85,0.46,0.42,0.59,mobile
8,770,2,0.9,0.52,186,4,5,3,4,2,5,1,1,0.76,0.77,0.65,0.8,fullstack
8,960,4,0.83,0.46,148,4,4,4,2,5,2,4,5,0.45,0.56,0.89,0.85,data
14,1370,3,0.78,0.77,240,5,2,5,4,5,3,3,2,0.87,0.52,0.42,0.65,frontend
9,863,2,0.82,0.63,227,3,5,1,4,5,5,2,4,0.77,0.83,0.57,0.7,fullstack
22,2375,8,0.74,0.58,533,3,5,2,4,5,4,4,3,0.88,0.9,0.55,0.69,fullstack
9,896,4,0.64,0.58,213,4,4,4,5,1,1,3,2,0.78,0.71,0.51,0.61,fullstack
24,2565,9,0.92,0.72,463,4,4,4,5,3,5,2,5,0.67,0.62,0.44,0.75,security
19,1924,8,0.62,0.78,404,3,4,4,1,4,3,2,1,0.64,0.93,0.66,0.58,backend
13,1389,5,0.87,0.47,234,5,1,2,5,2,4,3,5,0.85,0.59,0.65,0.64,frontend
3,298,3,0.94,0.86,137,3,5,5,4,2,4,5,1,0.87,0.77,0.47,0.7,fullstack
7,865,1,0.77,0.52,150,2,3,3,1,4,3,3,4,0.49,0.69,0.63,0.74,security
